2024-03-06 11:57:02,123 INFO    StreamThr :31308 [internal.py:wandb_internal():89] W&B internal server running at pid: 31308, started at: 2024-03-06 11:57:02.122950
2024-03-06 11:57:10,313 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:11,518 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:11,520 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:11,520 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:11,521 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:12,332 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:12,332 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:12,537 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: status_report
2024-03-06 11:57:12,653 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:12,654 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:12,654 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:12,655 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:13,340 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:13,692 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:13,692 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:13,693 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:13,694 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:14,353 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:14,353 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:14,614 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:14,615 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:14,615 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:14,616 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:15,361 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:15,647 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:15,648 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:15,648 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:15,649 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:16,368 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:16,368 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:16,567 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:16,568 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:16,568 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:16,570 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:17,381 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:17,489 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:17,490 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:17,490 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:17,491 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:18,393 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:18,393 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:18,502 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: status_report
2024-03-06 11:57:18,514 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:18,515 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:18,515 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:18,516 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:19,402 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:19,431 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:19,432 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:19,432 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:19,434 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:20,343 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:20,344 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:20,344 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:20,345 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:20,414 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:20,414 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:21,316 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:21,317 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:21,317 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:21,318 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:21,425 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-summary.json
2024-03-06 11:57:22,182 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: stop_status
2024-03-06 11:57:22,183 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: stop_status
2024-03-06 11:57:22,198 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: internal_messages
2024-03-06 11:57:22,262 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:22,435 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
2024-03-06 11:57:23,136 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: partial_history
2024-03-06 11:57:23,310 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:23,311 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:23,312 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-03-06 11:57:23,313 DEBUG   SenderThread:31308 [sender.py:send():380] send: history
2024-03-06 11:57:23,314 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: summary_record
2024-03-06 11:57:23,315 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
